customer_key,customer_id,customer_name,gender,age_group,area,city,loyalty_member,customer_segment
309,CUST0309,Sana Malik,Female,36-45,Malir,Karachi,No,High Value
310,CUST0310,Ahmed Khan,Male,46-55,Clifton,Karachi,No,Mid Value
311,CUST0311,Sobia Ansari,Female,36-45,North Nazimabad,Karachi,Yes,Low Value
312,CUST0312,Muhammad Hashmi,Male,18-25,Awami Markaz,Karachi,Yes,Mid Value
313,CUST0313,Rizwan Ahmed,Male,56+,North Nazimabad,Karachi,No,High Value
314,CUST0314,Adnan Chaudhry,Male,46-55,DHA Phase 5,Karachi,Yes,Low Value
315,CUST0315,Sobia Javed,Female,46-55,Gulshan-e-Iqbal,Karachi,Yes,Low Value
316,CUST0316,Hina Akhtar,Female,36-45,DHA Phase 5,Karachi,Yes,Mid Value
317,CUST0317,Salman Raza,Male,18-25,North Nazimabad,Karachi,No,High Value
318,CUST0318,Uzma Hashmi,Female,36-45,DHA Phase 1,Karachi,No,Mid Value
319,CUST0319,Sobia Ansari,Female,56+,Clifton,Karachi,Yes,Mid Value
320,CUST0320,Uzma Raza,Female,26-35,Malir,Karachi,Yes,Low Value
321,CUST0321,Zubair Ali,Male,36-45,North Nazimabad,Karachi,No,High Value
322,CUST0322,Muhammad Baig,Male,56+,Sharafabad,Karachi,Yes,Mid Value
323,CUST0323,Naveed Raza,Male,46-55,DHA Phase 5,Karachi,Yes,High Value
324,CUST0324,Kamran Qureshi,Male,18-25,Tariq Road,Karachi,No,High Value
325,CUST0325,Adnan Ansari,Male,36-45,Malir,Karachi,Yes,Mid Value
326,CUST0326,Sara Baig,Female,46-55,Gulshan-e-Iqbal,Karachi,Yes,Low Value
327,CUST0327,Mariam Qureshi,Female,36-45,Gulshan-e-Iqbal,Karachi,No,High Value
328,CUST0328,Usman Khan,Male,46-55,Clifton,Karachi,Yes,Mid Value
329,CUST0329,Kamran Hussain,Male,36-45,DHA Phase 5,Karachi,Yes,Low Value
330,CUST0330,Amna Butt,Female,56+,Tariq Road,Karachi,Yes,Low Value
331,CUST0331,Nadia Siddiqui,Female,46-55,Tariq Road,Karachi,No,High Value
332,CUST0332,Junaid Ahmed,Male,56+,Nazimabad,Karachi,Yes,Mid Value
333,CUST0333,Faisal Ali,Male,26-35,Tariq Road,Karachi,No,Low Value
334,CUST0334,Kiran Ahmed,Female,56+,Awami Markaz,Karachi,No,Mid Value
335,CUST0335,Fatima Khan,Female,46-55,Malir,Karachi,Yes,Mid Value
336,CUST0336,Saima Mirza,Female,46-55,Bahadurabad,Karachi,Yes,High Value
337,CUST0337,Junaid Siddiqui,Male,26-35,DHA Phase 5,Karachi,Yes,Mid Value
338,CUST0338,Amna Rizvi,Female,36-45,Nazimabad,Karachi,No,Low Value
339,CUST0339,Faisal Mirza,Male,18-25,PECHS,Karachi,Yes,Low Value
340,CUST0340,Shazia Raza,Female,18-25,North Nazimabad,Karachi,Yes,Mid Value
341,CUST0341,Uzma Hussain,Female,18-25,Awami Markaz,Karachi,Yes,High Value
342,CUST0342,Naveed Butt,Male,18-25,Clifton,Karachi,No,Mid Value
343,CUST0343,Bilal Hussain,Male,26-35,Bahadurabad,Karachi,No,Mid Value
344,CUST0344,Zainab Mirza,Female,46-55,DHA Phase 1,Karachi,No,Mid Value
345,CUST0345,Shazia Siddiqui,Female,56+,Tariq Road,Karachi,No,Mid Value
346,CUST0346,Ayesha Sheikh,Female,26-35,Sharafabad,Karachi,No,Mid Value
347,CUST0347,Mariam Khan,Female,26-35,PECHS,Karachi,Yes,High Value
348,CUST0348,Saima Rizvi,Female,26-35,Sharafabad,Karachi,Yes,Mid Value
349,CUST0349,Sobia Ali,Female,26-35,Nazimabad,Karachi,No,High Value
350,CUST0350,Adnan Hussain,Male,18-25,Gulshan-e-Iqbal,Karachi,Yes,High Value
351,CUST0351,Kiran Baig,Female,26-35,Nazimabad,Karachi,Yes,High Value
352,CUST0352,Saima Raza,Female,36-45,Malir,Karachi,Yes,Mid Value
353,CUST0353,Saima Ali,Female,56+,Awami Markaz,Karachi,Yes,Mid Value
354,CUST0354,Uzma Rizvi,Female,56+,Nazimabad,Karachi,No,Mid Value
355,CUST0355,Adnan Malik,Male,26-35,DHA Phase 1,Karachi,Yes,Mid Value
356,CUST0356,Ali Malik,Male,26-35,Sharafabad,Karachi,Yes,Mid Value
357,CUST0357,Waseem Baig,Male,56+,DHA Phase 5,Karachi,Yes,High Value
358,CUST0358,Usman Mirza,Male,36-45,Bahadurabad,Karachi,Yes,Mid Value
359,CUST0359,Mariam Hashmi,Female,56+,PECHS,Karachi,Yes,Low Value
360,CUST0360,Farhan Hussain,Male,36-45,DHA Phase 1,Karachi,No,Low Value
361,CUST0361,Lubna Ansari,Female,36-45,Gulshan-e-Iqbal,Karachi,Yes,Mid Value
362,CUST0362,Naveed Qureshi,Male,46-55,Awami Markaz,Karachi,No,Mid Value
363,CUST0363,Rabia Chaudhry,Female,56+,Clifton,Karachi,No,Mid Value
364,CUST0364,Hina Mirza,Female,26-35,DHA Phase 5,Karachi,Yes,High Value
365,CUST0365,Asim Nawaz,Male,46-55,North Nazimabad,Karachi,No,Mid Value
366,CUST0366,Saima Ahmed,Female,56+,Gulshan-e-Iqbal,Karachi,Yes,Mid Value
367,CUST0367,Waseem Malik,Male,56+,PECHS,Karachi,Yes,Mid Value
368,CUST0368,Sana Khan,Female,26-35,Nazimabad,Karachi,No,Mid Value
369,CUST0369,Asim Abbasi,Male,46-55,Sharafabad,Karachi,Yes,Mid Value
370,CUST0370,Fatima Butt,Female,36-45,Nazimabad,Karachi,Yes,Mid Value
371,CUST0371,Waseem Mirza,Male,46-55,Gulshan-e-Iqbal,Karachi,Yes,Mid Value
372,CUST0372,Noor Sheikh,Female,56+,North Nazimabad,Karachi,Yes,Mid Value
373,CUST0373,Ayesha Sheikh,Female,36-45,Bahadurabad,Karachi,No,Mid Value
374,CUST0374,Junaid Malik,Male,26-35,Malir,Karachi,Yes,Low Value
375,CUST0375,Adnan Malik,Male,56+,DHA Phase 1,Karachi,Yes,High Value
376,CUST0376,Asim Javed,Male,36-45,Sharafabad,Karachi,Yes,High Value
377,CUST0377,Zainab Javed,Female,46-55,Nazimabad,Karachi,Yes,Mid Value
378,CUST0378,Asim Sheikh,Male,56+,Clifton,Karachi,No,Mid Value
379,CUST0379,Mehwish Rizvi,Female,36-45,Awami Markaz,Karachi,Yes,Mid Value
380,CUST0380,Bushra Nawaz,Female,56+,DHA Phase 1,Karachi,No,Mid Value
381,CUST0381,Zubair Sheikh,Male,36-45,DHA Phase 5,Karachi,Yes,Mid Value
382,CUST0382,Junaid Rizvi,Male,56+,Sharafabad,Karachi,Yes,Mid Value
383,CUST0383,Farhan Raza,Male,56+,Tariq Road,Karachi,Yes,Mid Value
384,CUST0384,Hina Malik,Female,46-55,Gulshan-e-Iqbal,Karachi,Yes,Mid Value
385,CUST0385,Farhan Siddiqui,Male,36-45,DHA Phase 5,Karachi,No,Low Value
386,CUST0386,Uzma Butt,Female,56+,Sharafabad,Karachi,Yes,High Value
387,CUST0387,Naveed Khan,Male,36-45,DHA Phase 5,Karachi,Yes,Low Value
388,CUST0388,Nadia Chaudhry,Female,56+,Awami Markaz,Karachi,Yes,High Value
389,CUST0389,Imran Raza,Male,46-55,Gulshan-e-Iqbal,Karachi,No,High Value
390,CUST0390,Salman Sheikh,Male,56+,Tariq Road,Karachi,Yes,Low Value
391,CUST0391,Amna Abbasi,Female,46-55,Nazimabad,Karachi,Yes,Mid Value
392,CUST0392,Mehwish Hashmi,Female,56+,DHA Phase 1,Karachi,Yes,Mid Value
393,CUST0393,Naveed Abbasi,Male,26-35,Malir,Karachi,Yes,Mid Value
394,CUST0394,Sara Javed,Female,46-55,Clifton,Karachi,Yes,Mid Value
395,CUST0395,Imran Siddiqui,Male,26-35,Tariq Road,Karachi,No,Mid Value
396,CUST0396,Sobia Rizvi,Female,26-35,North Nazimabad,Karachi,No,Mid Value
397,CUST0397,Shazia Chaudhry,Female,56+,Nazimabad,Karachi,No,Mid Value
398,CUST0398,Kiran Chaudhry,Female,36-45,North Nazimabad,Karachi,No,Mid Value
399,CUST0399,Asim Abbasi,Male,46-55,Nazimabad,Karachi,Yes,Mid Value
400,CUST0400,Farhan Baig,Male,36-45,Gulshan-e-Iqbal,Karachi,No,High Value
401,CUST0401,Mariam Ahmed,Female,18-25,Bahadurabad,Karachi,Yes,High Value
402,CUST0402,Asim Chaudhry,Male,36-45,Bahadurabad,Karachi,No,Mid Value
403,CUST0403,Nadia Baig,Female,56+,Nazimabad,Karachi,Yes,Low Value
404,CUST0404,Nadia Ahmed,Female,56+,Sharafabad,Karachi,Yes,Mid Value
405,CUST0405,Hassan Khan,Male,46-55,DHA Phase 5,Karachi,No,Low Value
406,CUST0406,Junaid Chaudhry,Male,18-25,Bahadurabad,Karachi,Yes,Mid Value
407,CUST0407,Farhan Ali,Male,36-45,DHA Phase 5,Karachi,Yes,Mid Value
408,CUST0408,Kiran Mirza,Female,36-45,DHA Phase 1,Karachi,Yes,Mid Value
409,CUST0409,Rizwan Malik,Male,36-45,North Nazimabad,Karachi,Yes,Mid Value
410,CUST0410,Rabia Ali,Female,26-35,Nazimabad,Karachi,Yes,High Value
411,CUST0411,Mariam Siddiqui,Female,26-35,DHA Phase 5,Karachi,No,Low Value
412,CUST0412,Fatima Mirza,Female,46-55,DHA Phase 5,Karachi,Yes,High Value
413,CUST0413,Sara Ahmed,Female,46-55,DHA Phase 5,Karachi,Yes,Low Value
414,CUST0414,Mehwish Ali,Female,18-25,Malir,Karachi,Yes,Mid Value
415,CUST0415,Lubna Hashmi,Female,46-55,Gulshan-e-Iqbal,Karachi,Yes,Mid Value
416,CUST0416,Naveed Ali,Male,26-35,Bahadurabad,Karachi,Yes,Mid Value
417,CUST0417,Madiha Mirza,Female,56+,PECHS,Karachi,Yes,Low Value
418,CUST0418,Zainab Raza,Female,56+,Malir,Karachi,Yes,Low Value
419,CUST0419,Zainab Akhtar,Female,26-35,DHA Phase 5,Karachi,Yes,Mid Value
420,CUST0420,Tariq Hashmi,Male,26-35,Tariq Road,Karachi,Yes,Mid Value
421,CUST0421,Sana Chaudhry,Female,56+,Awami Markaz,Karachi,No,Low Value
422,CUST0422,Hassan Khan,Male,26-35,Tariq Road,Karachi,Yes,Low Value
423,CUST0423,Madiha Akhtar,Female,26-35,Tariq Road,Karachi,Yes,Mid Value
424,CUST0424,Sana Khan,Female,36-45,Gulshan-e-Iqbal,Karachi,Yes,Low Value
425,CUST0425,Lubna Ali,Female,46-55,North Nazimabad,Karachi,Yes,Low Value
426,CUST0426,Lubna Malik,Female,26-35,Gulshan-e-Iqbal,Karachi,No,Mid Value
427,CUST0427,Faisal Akhtar,Male,18-25,Bahadurabad,Karachi,Yes,Mid Value
428,CUST0428,Kiran Rizvi,Female,26-35,DHA Phase 1,Karachi,Yes,Low Value
429,CUST0429,Sobia Hashmi,Female,36-45,Tariq Road,Karachi,No,Mid Value
430,CUST0430,Sana Akhtar,Female,18-25,PECHS,Karachi,No,High Value
431,CUST0431,Adnan Ali,Male,36-45,North Nazimabad,Karachi,Yes,Mid Value
432,CUST0432,Fatima Abbasi,Female,36-45,DHA Phase 5,Karachi,No,Mid Value
433,CUST0433,Asim Abbasi,Male,46-55,Awami Markaz,Karachi,Yes,Mid Value
434,CUST0434,Salman Khan,Male,46-55,DHA Phase 5,Karachi,Yes,High Value
435,CUST0435,Adnan Mirza,Male,26-35,Nazimabad,Karachi,Yes,Mid Value
436,CUST0436,Ayesha Siddiqui,Female,26-35,Tariq Road,Karachi,Yes,High Value
437,CUST0437,Kiran Chaudhry,Female,18-25,Tariq Road,Karachi,No,High Value
438,CUST0438,Adnan Ali,Male,46-55,Awami Markaz,Karachi,No,Mid Value
439,CUST0439,Faisal Mirza,Male,36-45,Clifton,Karachi,Yes,Low Value
440,CUST0440,Amna Ansari,Female,26-35,Nazimabad,Karachi,Yes,Low Value
441,CUST0441,Bilal Chaudhry,Male,36-45,North Nazimabad,Karachi,No,Low Value
442,CUST0442,Rabia Chaudhry,Female,46-55,Clifton,Karachi,Yes,Mid Value
443,CUST0443,Tariq Nawaz,Male,26-35,Bahadurabad,Karachi,Yes,Mid Value
444,CUST0444,Waseem Rizvi,Male,18-25,Malir,Karachi,Yes,Mid Value
445,CUST0445,Adnan Chaudhry,Male,56+,Malir,Karachi,Yes,High Value
446,CUST0446,Sana Siddiqui,Female,18-25,Nazimabad,Karachi,Yes,Mid Value
447,CUST0447,Adnan Abbasi,Male,56+,PECHS,Karachi,Yes,Mid Value
448,CUST0448,Ali Qureshi,Male,46-55,PECHS,Karachi,Yes,High Value
449,CUST0449,Muhammad Chaudhry,Male,26-35,Bahadurabad,Karachi,No,Mid Value
450,CUST0450,Noor Khan,Female,56+,Sharafabad,Karachi,Yes,Mid Value
451,CUST0451,Bilal Baig,Male,46-55,Clifton,Karachi,No,Low Value
452,CUST0452,Tariq Butt,Male,46-55,Sharafabad,Karachi,Yes,High Value
453,CUST0453,Shazia Siddiqui,Female,26-35,Sharafabad,Karachi,No,Mid Value
454,CUST0454,Adnan Abbasi,Male,46-55,North Nazimabad,Karachi,No,Mid Value
455,CUST0455,Shazia Baig,Female,18-25,DHA Phase 1,Karachi,Yes,Low Value
456,CUST0456,Ayesha Butt,Female,36-45,Malir,Karachi,Yes,Mid Value
457,CUST0457,Faisal Ansari,Male,46-55,Clifton,Karachi,No,Mid Value
458,CUST0458,Kiran Malik,Female,26-35,DHA Phase 1,Karachi,No,High Value
459,CUST0459,Lubna Khan,Female,56+,Tariq Road,Karachi,No,Mid Value
460,CUST0460,Farhan Raza,Male,26-35,Clifton,Karachi,Yes,Mid Value
461,CUST0461,Faisal Nawaz,Male,18-25,DHA Phase 5,Karachi,Yes,Mid Value
462,CUST0462,Mehwish Qureshi,Female,36-45,DHA Phase 1,Karachi,Yes,Mid Value
463,CUST0463,Usman Javed,Male,26-35,Tariq Road,Karachi,Yes,Mid Value
464,CUST0464,Waseem Rizvi,Male,18-25,Awami Markaz,Karachi,Yes,Mid Value
465,CUST0465,Bilal Hashmi,Male,46-55,PECHS,Karachi,No,Low Value
466,CUST0466,Sobia Javed,Female,36-45,DHA Phase 1,Karachi,Yes,Mid Value
467,CUST0467,Ahmed Javed,Male,46-55,Sharafabad,Karachi,No,High Value
468,CUST0468,Mehwish Ansari,Female,46-55,PECHS,Karachi,Yes,High Value
469,CUST0469,Zainab Ansari,Female,36-45,Gulshan-e-Iqbal,Karachi,No,Mid Value
470,CUST0470,Bushra Khan,Female,26-35,Clifton,Karachi,Yes,Mid Value
471,CUST0471,Sana Khan,Female,36-45,Bahadurabad,Karachi,Yes,High Value
472,CUST0472,Noor Rizvi,Female,46-55,Gulshan-e-Iqbal,Karachi,Yes,Mid Value
473,CUST0473,Bilal Chaudhry,Male,18-25,Nazimabad,Karachi,Yes,Mid Value
474,CUST0474,Sana Ali,Female,26-35,Gulshan-e-Iqbal,Karachi,No,High Value
475,CUST0475,Kashif Ali,Male,56+,Gulshan-e-Iqbal,Karachi,No,High Value
476,CUST0476,Salman Malik,Male,36-45,Awami Markaz,Karachi,Yes,Mid Value
477,CUST0477,Rabia Qureshi,Female,56+,Sharafabad,Karachi,No,Low Value
478,CUST0478,Sara Ansari,Female,18-25,Nazimabad,Karachi,Yes,High Value
479,CUST0479,Waseem Khan,Male,18-25,Sharafabad,Karachi,Yes,Mid Value
480,CUST0480,Ahmed Qureshi,Male,56+,DHA Phase 1,Karachi,Yes,Mid Value
481,CUST0481,Tariq Rizvi,Male,46-55,North Nazimabad,Karachi,No,Low Value
482,CUST0482,Nadia Abbasi,Female,36-45,Sharafabad,Karachi,Yes,Mid Value
483,CUST0483,Bushra Chaudhry,Female,26-35,Clifton,Karachi,Yes,Mid Value
484,CUST0484,Ali Abbasi,Male,36-45,Malir,Karachi,No,High Value
485,CUST0485,Adnan Akhtar,Male,46-55,Sharafabad,Karachi,Yes,Mid Value
486,CUST0486,Zainab Rizvi,Female,18-25,Tariq Road,Karachi,No,Low Value
487,CUST0487,Hassan Chaudhry,Male,26-35,DHA Phase 1,Karachi,Yes,Low Value
488,CUST0488,Salman Ali,Male,36-45,PECHS,Karachi,No,High Value
489,CUST0489,Mariam Ali,Female,36-45,Nazimabad,Karachi,No,Mid Value
490,CUST0490,Amna Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Low Value
491,CUST0491,Salman Siddiqui,Male,46-55,DHA Phase 1,Karachi,Yes,High Value
492,CUST0492,Tariq Raza,Male,36-45,Gulshan-e-Iqbal,Karachi,No,High Value
493,CUST0493,Lubna Nawaz,Female,18-25,North Nazimabad,Karachi,Yes,High Value
494,CUST0494,Rizwan Nawaz,Male,56+,PECHS,Karachi,Yes,Mid Value
495,CUST0495,Sobia Ahmed,Female,46-55,Tariq Road,Karachi,Yes,High Value
496,CUST0496,Sara Mirza,Female,46-55,Clifton,Karachi,Yes,Low Value
497,CUST0497,Bushra Hussain,Female,56+,Clifton,Karachi,Yes,Low Value
498,CUST0498,Rabia Hashmi,Female,46-55,Tariq Road,Karachi,Yes,Mid Value
499,CUST0499,Ali Mirza,Male,46-55,Tariq Road,Karachi,No,Mid Value
500,CUST0500,Bilal Qureshi,Male,18-25,DHA Phase 5,Karachi,Yes,High Value
