order_id,order_date,month,month_name,year,quarter,day_of_week,customer_id,customer_name,gender,age_group,area,city,loyalty_member,store_name,store_id,product_name,category,unit_price_pkr,quantity,discount_pct,discount_amount_pkr,sales_pkr,profit_pkr,profit_margin_pct,payment_method,delivery_type
ORD001207,2025-03-03,3,March,2025,Q1,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Mr. Muscle Cleaner,Household,366,3,0,0,1098,163,14.8,JazzCash,In-Store
ORD001207,2025-03-03,3,March,2025,Q1,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Olper's Cream 200ml,Dairy,225,4,5,45,855,112,13.1,Debit Card,Home Delivery
ORD001207,2025-03-03,3,March,2025,Q1,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Croissant,Bakery,85,1,10,8,77,8,10.4,Cash,In-Store
ORD001207,2025-03-03,3,March,2025,Q1,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Hangers 10pcs,Household,167,1,0,0,167,38,22.8,EasyPaisa,Home Delivery
ORD001207,2025-03-03,3,March,2025,Q1,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Olper's Milk 1L,Grocery,168,2,0,0,336,68,20.2,Credit Card,In-Store
ORD001208,2025-12-19,12,December,2025,Q4,Friday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Stapler,Stationery,267,1,15,40,227,42,18.5,Debit Card,In-Store
ORD001208,2025-12-19,12,December,2025,Q4,Friday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Tapal Danedar Tea 950g,Grocery,1302,2,10,260,2344,371,15.8,Cash,In-Store
ORD001208,2025-12-19,12,December,2025,Q4,Friday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Nestle Milo 400g,Grocery,504,2,5,50,958,180,18.8,EasyPaisa,In-Store
ORD001208,2025-12-19,12,December,2025,Q4,Friday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Shan Biryani Masala,Grocery,122,2,15,37,207,34,16.4,Credit Card,In-Store
ORD001208,2025-12-19,12,December,2025,Q4,Friday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Bahadurabad,ST001,Chicken Boneless 1kg,Meat & Seafood,737,4,0,0,2948,620,21.0,EasyPaisa,In-Store
ORD001209,2025-06-30,6,June,2025,Q2,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Nivea Moisturizer 200ml,Personal Care,675,2,0,0,1350,331,24.5,Cash,In-Store
ORD001209,2025-06-30,6,June,2025,Q2,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Head & Shoulders 400ml,Personal Care,807,1,5,40,767,168,21.9,Cash,Home Delivery
ORD001209,2025-06-30,6,June,2025,Q2,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Baby Romper,Clothing & Fabric,368,1,10,37,331,69,20.8,JazzCash,In-Store
ORD001209,2025-06-30,6,June,2025,Q2,Monday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Barbie doll,Toys & Sports,990,3,15,446,2524,268,10.6,JazzCash,In-Store
ORD001210,2026-04-14,4,April,2026,Q2,Tuesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Nestle Yogurt 400g,Dairy,169,2,0,0,338,31,9.2,Debit Card,In-Store
ORD001210,2026-04-14,4,April,2026,Q2,Tuesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Olper's Cream 200ml,Dairy,240,3,10,72,648,123,19.0,Cash,Home Delivery
ORD001210,2026-04-14,4,April,2026,Q2,Tuesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Savlon Antiseptic 100ml,Pharmacy & Health,231,1,0,0,231,19,8.2,Debit Card,In-Store
ORD001210,2026-04-14,4,April,2026,Q2,Tuesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Frisbee,Toys & Sports,317,3,15,143,808,138,17.1,Credit Card,In-Store
ORD001211,2025-03-02,3,March,2025,Q1,Sunday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Beef Steak 500g,Meat & Seafood,1023,2,10,205,1841,282,15.3,Credit Card,In-Store
ORD001211,2025-03-02,3,March,2025,Q1,Sunday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Disprin 10 tablets,Pharmacy & Health,52,4,0,0,208,18,8.7,Debit Card,Home Delivery
ORD001212,2025-04-10,4,April,2025,Q2,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz DHA,ST003,Nurpur Desi Ghee 1kg,Dairy,1656,4,0,0,6624,1297,19.6,EasyPaisa,In-Store
ORD001212,2025-04-10,4,April,2025,Q2,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz DHA,ST003,Spinach bunch,Fruits & Vegetables,47,1,0,0,47,11,23.4,JazzCash,In-Store
ORD001212,2025-04-10,4,April,2025,Q2,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz DHA,ST003,Garbage Bags 30pcs,Household,201,2,0,0,402,51,12.7,JazzCash,Home Delivery
ORD001212,2025-04-10,4,April,2025,Q2,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz DHA,ST003,Samosa 4pcs,Bakery,98,4,0,0,392,80,20.4,EasyPaisa,In-Store
ORD001213,2025-09-11,9,September,2025,Q3,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Stapler,Stationery,292,3,0,0,876,179,20.4,Cash,In-Store
ORD001213,2025-09-11,9,September,2025,Q3,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Capsicum 1kg,Fruits & Vegetables,157,4,15,94,534,64,12.0,Credit Card,In-Store
ORD001213,2025-09-11,9,September,2025,Q3,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Chicken Liver 500g,Meat & Seafood,262,2,5,26,498,52,10.4,Cash,Home Delivery
ORD001214,2025-08-08,8,August,2025,Q3,Friday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz DHA,ST003,Spinach bunch,Fruits & Vegetables,54,3,0,0,162,32,19.8,Cash,In-Store
ORD001215,2025-08-31,8,August,2025,Q3,Sunday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Philips LED Bulb 15W,Electronics,278,2,0,0,556,122,21.9,JazzCash,In-Store
ORD001216,2026-03-04,3,March,2026,Q1,Wednesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Notebook A4 200pg,Stationery,166,1,15,25,141,19,13.5,Debit Card,In-Store
ORD001216,2026-03-04,3,March,2026,Q1,Wednesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Potatoes 1kg,Fruits & Vegetables,72,3,0,0,216,31,14.4,Cash,In-Store
ORD001216,2026-03-04,3,March,2026,Q1,Wednesday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz Nazimabad,ST002,Scissors,Stationery,156,3,10,47,421,89,21.1,JazzCash,Home Delivery
ORD001217,2025-02-27,2,February,2025,Q1,Thursday,CUST0025,Bushra Akhtar,Female,18-25,North Nazimabad,Karachi,Yes,Imtiaz DHA,ST003,Potatoes 1kg,Fruits & Vegetables,75,4,15,45,255,63,24.7,Credit Card,Home Delivery
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Nestle Yogurt 400g,Dairy,175,1,15,26,149,29,19.5,Debit Card,In-Store
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Capsicum 1kg,Fruits & Vegetables,162,3,0,0,486,112,23.0,Debit Card,Home Delivery
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,School Uniform Shirt,Clothing & Fabric,500,3,0,0,1500,268,17.9,EasyPaisa,In-Store
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Sooper Biscuits,Grocery,94,1,5,5,89,16,18.0,Credit Card,In-Store
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Garlic 250g,Fruits & Vegetables,98,1,5,5,93,22,23.7,Cash,Home Delivery
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Cream Cheese 180g,Dairy,422,2,0,0,844,157,18.6,EasyPaisa,In-Store
ORD001218,2025-05-06,5,May,2025,Q2,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Lux Soap 3pcs,Personal Care,379,3,0,0,1137,246,21.6,Cash,Home Delivery
ORD001219,2025-01-21,1,January,2025,Q1,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Nazimabad,ST002,Football size 4,Toys & Sports,766,3,0,0,2298,442,19.2,Cash,In-Store
ORD001219,2025-01-21,1,January,2025,Q1,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Nazimabad,ST002,Mr. Muscle Cleaner,Household,352,3,0,0,1056,225,21.3,JazzCash,In-Store
ORD001219,2025-01-21,1,January,2025,Q1,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Nazimabad,ST002,National Pickle 800g,Grocery,229,1,0,0,229,57,24.9,Cash,Home Delivery
ORD001219,2025-01-21,1,January,2025,Q1,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Nazimabad,ST002,Shan Biryani Masala,Grocery,115,1,0,0,115,18,15.7,Credit Card,In-Store
ORD001219,2025-01-21,1,January,2025,Q1,Tuesday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Nazimabad,ST002,Philips LED Bulb 15W,Electronics,276,4,0,0,1104,256,23.2,Credit Card,In-Store
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Ponds Face Wash 100g,Personal Care,361,2,5,36,686,120,17.5,Credit Card,In-Store
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Chicken Whole 1kg,Meat & Seafood,499,1,15,75,424,67,15.8,Cash,Home Delivery
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Marker set 6pcs,Stationery,294,4,10,118,1058,164,15.5,Credit Card,In-Store
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Dish Soap Vim 500ml,Household,155,4,5,31,589,89,15.1,Debit Card,Home Delivery
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Onions 1kg,Fruits & Vegetables,65,1,0,0,65,16,24.6,Debit Card,In-Store
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Fair & Lovely 50g,Personal Care,225,2,0,0,450,96,21.3,JazzCash,In-Store
ORD001220,2025-03-30,3,March,2025,Q1,Sunday,CUST0026,Fatima Javed,Female,26-35,Malir,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Scotch Tape,Stationery,87,2,10,17,157,36,22.9,Cash,Home Delivery
ORD001221,2025-07-26,7,July,2025,Q3,Saturday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,ORS Sachet 6pcs,Pharmacy & Health,101,4,0,0,404,36,8.9,EasyPaisa,In-Store
ORD001222,2025-06-20,6,June,2025,Q2,Friday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Gulshan-e-Iqbal,ST005,Football size 4,Toys & Sports,882,4,0,0,3528,355,10.1,JazzCash,In-Store
ORD001222,2025-06-20,6,June,2025,Q2,Friday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Gulshan-e-Iqbal,ST005,Pita Bread 4pcs,Bakery,110,2,5,11,209,22,10.5,EasyPaisa,In-Store
ORD001223,2025-06-04,6,June,2025,Q2,Wednesday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Men's Kameez,Clothing & Fabric,1384,2,0,0,2768,293,10.6,Cash,In-Store
ORD001223,2025-06-04,6,June,2025,Q2,Wednesday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Mehran Basmati Rice 5kg,Grocery,800,2,5,80,1520,128,8.4,JazzCash,Home Delivery
ORD001223,2025-06-04,6,June,2025,Q2,Wednesday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Pencil box,Stationery,164,4,0,0,656,86,13.1,Debit Card,In-Store
ORD001223,2025-06-04,6,June,2025,Q2,Wednesday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Philips LED Bulb 15W,Electronics,299,2,0,0,598,131,21.9,EasyPaisa,Home Delivery
ORD001223,2025-06-04,6,June,2025,Q2,Wednesday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Curtain Rod,Household,474,1,0,0,474,53,11.2,EasyPaisa,In-Store
ORD001224,2025-03-29,3,March,2025,Q1,Saturday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Gulshan-e-Iqbal,ST005,Johnson Baby Powder 200g,Pharmacy & Health,415,1,5,21,394,56,14.2,Credit Card,Home Delivery
ORD001224,2025-03-29,3,March,2025,Q1,Saturday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Gulshan-e-Iqbal,ST005,Sensodyne Toothpaste,Pharmacy & Health,437,4,0,0,1748,278,15.9,Debit Card,In-Store
ORD001224,2025-03-29,3,March,2025,Q1,Saturday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Gulshan-e-Iqbal,ST005,Pita Bread 4pcs,Bakery,105,1,0,0,105,18,17.1,Cash,In-Store
ORD001224,2025-03-29,3,March,2025,Q1,Saturday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Gulshan-e-Iqbal,ST005,Dettol Handwash 500ml,Personal Care,329,1,5,16,313,27,8.6,Credit Card,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Samosa 4pcs,Bakery,108,3,5,16,308,52,16.9,Cash,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Nurpur Butter 200g,Grocery,330,3,0,0,990,157,15.9,Cash,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Apples 1kg,Fruits & Vegetables,304,3,0,0,912,215,23.6,EasyPaisa,Home Delivery
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Beef Steak 500g,Meat & Seafood,1202,4,0,0,4808,855,17.8,JazzCash,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,USB Cable Type-C,Electronics,395,2,0,0,790,142,18.0,Debit Card,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Barbie doll,Toys & Sports,861,1,0,0,861,103,12.0,EasyPaisa,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Skipping Rope,Toys & Sports,304,4,5,61,1155,156,13.5,Cash,In-Store
ORD001225,2025-08-28,8,August,2025,Q3,Thursday,CUST0027,Muhammad Ansari,Male,18-25,Nazimabad,Karachi,No,Imtiaz Sharafabad,ST006,Capsicum 1kg,Fruits & Vegetables,162,1,0,0,162,33,20.4,Debit Card,Home Delivery
ORD001226,2025-02-01,2,February,2025,Q1,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Nestle Milo 400g,Grocery,505,4,10,202,1818,341,18.8,Cash,In-Store
ORD001226,2025-02-01,2,February,2025,Q1,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,National Salt 800g,Grocery,78,3,5,12,222,32,14.4,EasyPaisa,In-Store
ORD001226,2025-02-01,2,February,2025,Q1,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Lego basic set,Toys & Sports,1711,2,5,171,3251,635,19.5,Cash,In-Store
ORD001226,2025-02-01,2,February,2025,Q1,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,School Uniform Shirt,Clothing & Fabric,513,2,10,103,923,201,21.8,Cash,In-Store
ORD001226,2025-02-01,2,February,2025,Q1,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Surf Excel 1kg,Grocery,462,1,15,69,393,38,9.7,Cash,In-Store
ORD001227,2026-04-03,4,April,2026,Q2,Friday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Bahadurabad,ST001,Scissors,Stationery,141,3,15,63,360,87,24.2,EasyPaisa,Home Delivery
ORD001227,2026-04-03,4,April,2026,Q2,Friday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Bahadurabad,ST001,UHT Milk Haleeb 1L,Dairy,187,2,10,37,337,74,22.0,JazzCash,In-Store
ORD001227,2026-04-03,4,April,2026,Q2,Friday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Bahadurabad,ST001,Plastic Storage Box,Household,491,3,10,147,1326,298,22.5,Cash,Home Delivery
ORD001227,2026-04-03,4,April,2026,Q2,Friday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Bahadurabad,ST001,Mouse Wireless,Electronics,1538,4,0,0,6152,1087,17.7,Cash,In-Store
ORD001227,2026-04-03,4,April,2026,Q2,Friday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Bahadurabad,ST001,Skipping Rope,Toys & Sports,259,1,0,0,259,23,8.9,JazzCash,In-Store
ORD001227,2026-04-03,4,April,2026,Q2,Friday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz Bahadurabad,ST001,Surf Excel 1kg,Grocery,425,1,0,0,425,101,23.8,Credit Card,Home Delivery
ORD001228,2025-12-27,12,December,2025,Q4,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz DHA,ST003,Frisbee,Toys & Sports,320,3,10,96,864,105,12.2,JazzCash,In-Store
ORD001228,2025-12-27,12,December,2025,Q4,Saturday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz DHA,ST003,Apples 1kg,Fruits & Vegetables,287,4,10,115,1033,205,19.8,Cash,Home Delivery
ORD001229,2026-04-15,4,April,2026,Q2,Wednesday,CUST0028,Imran Butt,Male,46-55,DHA Phase 5,Karachi,Yes,Imtiaz DHA,ST003,National Salt 800g,Grocery,84,3,0,0,252,34,13.5,Cash,In-Store
ORD001230,2025-10-08,10,October,2025,Q4,Wednesday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Notebook A4 200pg,Stationery,174,1,0,0,174,42,24.1,JazzCash,In-Store
ORD001230,2025-10-08,10,October,2025,Q4,Wednesday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Nivea Moisturizer 200ml,Personal Care,708,4,0,0,2832,575,20.3,Cash,In-Store
ORD001230,2025-10-08,10,October,2025,Q4,Wednesday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Knorr Noodles,Grocery,65,4,15,39,221,31,14.0,Debit Card,In-Store
ORD001230,2025-10-08,10,October,2025,Q4,Wednesday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Croissant,Bakery,72,2,0,0,144,12,8.3,Cash,Home Delivery
ORD001230,2025-10-08,10,October,2025,Q4,Wednesday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Extension Cord 3m,Electronics,455,1,0,0,455,66,14.5,Debit Card,In-Store
ORD001230,2025-10-08,10,October,2025,Q4,Wednesday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Surf Excel 1kg,Grocery,468,4,10,187,1685,174,10.3,Debit Card,In-Store
ORD001231,2026-04-05,4,April,2026,Q2,Sunday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Beef Steak 500g,Meat & Seafood,1010,2,0,0,2020,240,11.9,EasyPaisa,In-Store
ORD001231,2026-04-05,4,April,2026,Q2,Sunday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Garlic 250g,Fruits & Vegetables,97,1,0,0,97,21,21.6,Cash,In-Store
ORD001231,2026-04-05,4,April,2026,Q2,Sunday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Shrimp 500g,Meat & Seafood,840,2,0,0,1680,147,8.8,Credit Card,In-Store
ORD001231,2026-04-05,4,April,2026,Q2,Sunday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Disprin 10 tablets,Pharmacy & Health,51,3,5,8,145,23,15.9,Cash,In-Store
ORD001231,2026-04-05,4,April,2026,Q2,Sunday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Knorr Noodles,Grocery,62,1,10,6,56,6,10.7,EasyPaisa,In-Store
ORD001231,2026-04-05,4,April,2026,Q2,Sunday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Croissant,Bakery,79,2,0,0,158,38,24.1,JazzCash,In-Store
ORD001232,2026-03-21,3,March,2026,Q1,Saturday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Earphones,Electronics,592,1,5,30,562,112,19.9,JazzCash,Home Delivery
ORD001232,2026-03-21,3,March,2026,Q1,Saturday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Naan 4pcs,Bakery,55,3,0,0,165,37,22.4,JazzCash,In-Store
ORD001232,2026-03-21,3,March,2026,Q1,Saturday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Mutton 1kg,Meat & Seafood,1887,3,0,0,5661,571,10.1,EasyPaisa,In-Store
ORD001232,2026-03-21,3,March,2026,Q1,Saturday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Sharafabad,ST006,Women's Dupatta,Clothing & Fabric,635,1,15,95,540,84,15.6,Debit Card,In-Store
ORD001233,2025-01-11,1,January,2025,Q1,Saturday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Clifton,ST004,Naan 4pcs,Bakery,61,3,0,0,183,40,21.9,Cash,In-Store
ORD001234,2025-05-23,5,May,2025,Q2,Friday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Extension Cord 3m,Electronics,424,2,0,0,848,163,19.2,JazzCash,In-Store
ORD001234,2025-05-23,5,May,2025,Q2,Friday,CUST0029,Uzma Qureshi,Female,18-25,Nazimabad,Karachi,Yes,Imtiaz Gulshan-e-Iqbal,ST005,Olper's Milk 1L,Grocery,163,3,0,0,489,117,23.9,JazzCash,In-Store
